Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;Ante Crnac;13;AM (R);Winger;Yes;AM (RC), ST (C);13;13;14;14;13;13;12;9;7;14;B-;Unknown;Unknown;;;Unknown;Speed;Spain;Weak;Croatia;True;Very Strong;189 cm;22;Very Good;Extensive Knowledge;Very High;6;12;13;7;13;12;1;12;12;13;11;11;England;Lower Saxony;14;14;13;8;13;5;Norwich;10;14;12;10;10;13;12;9;1;3;3;3;1;3;1;3;2;2;6,6M € - 9,8M €;B-
FrA;Farès Ghedjemis;14;AM (R);Winger;Yes;WB/M/AM (R);13;12;11;13;14;13;10;13;5;13;B-;Unknown;Unknown;;;Unknown;Speed;Algeria;Reasonable;France;True;Very Strong;183 cm;23;Fairly Okay;Extensive Knowledge;Very Low;5;8;12;4;9;10;2;11;10;14;12;11;France;First Division;12;11;11;8;10;7;Girona;9;12;10;9;10;12;12;12;3;3;2;2;3;3;2;2;2;3;0 €;B-
;Tosin Adarabioyo;14;D (C);Centre-back;Yes;D (C);13;14;17;15;14;14;13;6;13;13;B-;Unknown;Unknown;;;Unknown;Heading;England;Very Strong;England;False;Reasonable;196 cm;28;Fairly Good;Extensive Knowledge;Above Average;14;10;13;11;9;14;2;13;9;12;8;8;England;Sky Bet Championship;13;12;13;13;8;10;Sunderland;12;13;14;13;9;13;13;12;3;2;3;1;1;3;1;1;1;2;22M € - 28M €;B-
;Aaron Wan-Bissaka;16;D (R);Full-back;Yes;D (R);18;15;10;15;15;15;13;4;12;11;B-;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;182 cm;28;Fairly Good;Extensive Knowledge;Below Average;19;5;11;8;5;8;3;12;7;13;11;5;England;Premier League;13;16;6;13;12;6;West Ham;12;12;10;12;15;12;12;17;3;3;3;2;1;3;3;1;1;2;21M € - 26M €;B-
;Luis Vázquez;12;ST (C);Striker;Yes;ST (C);11;11;15;15;14;15;14;7;12;11;B-;Unknown;Unknown;;;Unknown;Team Player;Scotland;Very Strong;Argentina;False;Fairly Strong;190 cm;25;Slightly Poor;Extensive Knowledge;Very Low;8;14;11;8;9;14;2;12;13;11;11;7;Belgium;Jupiler Pro League;14;16;9;12;13;8;RSC Anderlecht;10;9;16;12;12;12;13;15;3;1;1;2;1;1;2;1;2;3;9,2M € - 11,5M €;B-
Ask;Fran García;16;D (L);Full-back;Yes;D/WB/M (L);14-16;15-18;5;13-15;17;17;13;10-13;12;12;B-;Heading;Unknown;;;Unknown;Speed;England;Weak;Spain;True;Very Strong;170 cm;26;Scouting Required;Marginal Knowledge;Average;13;6-8;11;15-17;10-12;5;2-4;10;6-9;12;11;10-12;Spain;First Division;17;16;9-12;11;12-14;11-13;R. Madrid;9-11;10-12;14;11-13;14;12;12;14-17;2-4;1-3;2-5;1-2;1;1-3;1-3;1-3;1-3;1-3;28M €;B-
;Arnaut Danjuma;17;AM (L);Winger;Yes;M (L), AM (RL);14;13;10;13;16;11;9;12;6;16;B-;Unknown;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Nigeria;True;Weak;178 cm;29;Fair;Extensive Knowledge;High;7;8;12;10;11;10;2;16;12;15;13;11;Spain;First Division;11;11;12;6;14;4;Valencia;11;16;14;13;11;12;12;13;2;1;3;3;2;4;3;3;1;3;12M €;B-
;Juan Brunetta;12-14;AM (C);Unpredictable attacking midfielder;Yes;AM (LC), ST (C);13-15;11-13;7-9;11-13;11-14;11-14;7-9;10-12;6-8;16;B-;Unknown;Unknown;;;Unknown;Skill;Italy;Very Strong;Argentina;True;Fairly Strong;178 cm;29;Scouting Required;Marginal Knowledge;Very Low;5-8;11-13;15;3-5;14;6-9;1-2;14;15;15;11-13;15-17;Mexico;First Division;11-14;12;14;12-14;13-15;11-13;Tigres;14;18;9-11;12-14;11-13;14;11-13;12-14;1;1-4;1-2;2-4;2-5;3-5;2-5;2-4;3-5;1-2;8,8M € - 14M €;B-
;Dean Henderson;12;GK;Goalkeeper;Yes;GK;16;12;14;14;11;12;11;7;1;11;B-;Unknown;Unknown;;;Unknown;Unknown;Netherlands;Very Strong;England;False;Fairly Strong;188 cm;29;Fairly Okay;Extensive Knowledge;Above Average;1;1;11;2;1;7;14;11;1;3;2;7;England;Premier League;11;13;8;15;13;12;Crystal Palace;13;13;15;14;15;13;14;14;14;16;13;16;19;14;14;12;15;13;27M € - 39M €;B-
;Nordi Mukiele;14;D (C);Powerful centre-back;Yes;D (RC), WB (R);12;15;15;14;15;14;15;6;14;13;B-;Marking;Unknown;;;Unknown;Team Player;DR Congo;Very Strong;France;True;Weak;187 cm;28;Fairly Poor;Extensive Knowledge;Average;15;8;13;16;8;13;4;13;7;12;12;6;England;National 3 - Group A;16;15;12;13;12;11;Sunderland;12;10;15;12;16;12;15;16;3;1;2;4;3;2;2;1;3;2;23M € - 29M €;B-
;Adam Webster;11;D (C);Centre-back;Yes;D (C);10;10;15;13;14;14;13;5;14;13;B-;Unknown;Unknown;;;Unknown;Heading;England;Very Strong;England;False;Strong;190 cm;31;Really Good;Extensive Knowledge;Very High;16;7;13;6;7;14;3;13;6;13;6;5;England;Premier League;14;13;13;14;8;15;Brighton;14;7;14;13;12;14;13;14;1;2;1;2;3;2;2;2;1;3;22M € - 32M €;B-
;Kieran Tierney;14;D (L);Full-back;Yes;D (RL), WB (L);13;14;9;11;14;11;11;10;13;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Reasonable;England;False;Very Strong;178 cm;29;Okay;Extensive Knowledge;Very Low;15;8;12;15;10;12;3;13;8;13;15;10;Scotland;William Hill Premiership;17;18;12;13;13;14;Celtic;13;8;16;13;15;12;13;13;2;3;2;1;2;2;1;2;3;1;12,5M € - 15,5M €;B-
;Pablo Fornals;12;AM (C);Attacking midfielder;Yes;M (C), AM (LC);14;13;9;14;12;15;12;13;12;16;B-;Unknown;Unknown;;;Unknown;Team Player;Tunisia;Very Strong;Spain;True;Fairly Strong;178 cm;30;Excellent;Extensive Knowledge;Average;13;9;16;7;13;8;1;14;13;13;12;13;Spain;First Division;17;15;14;13;13;13;Real Hispalis;12;15;15;12;15;13;15;14;1;3;3;2;2;3;2;2;2;3;18,5M €;B-
;Robert Navarro;15;AM (L);Winger;Yes;M (RL), AM (RLC);15;14;8;11;14;12;11;12;7;15;B-;Unknown;Unknown;;;Unknown;Speed;Poland;Very Strong;Spain;True;Fairly Strong;178 cm;24;Quite Good;Extensive Knowledge;High;7;11;13;3;11;6;1;15;9;15;11;12;Spain;First Division;12;12;14;6;14;9;A. Bilbao;13;15;11;10;8;11;13;7;3;2;3;4;2;2;4;3;3;3;46M € - 55M €;B-
Wnt;Mohamed Bamba;14;ST (C);Forward;Yes;ST (C);15;12;12;14;14;12;13;9;7;10;B-;Intelligence;Unknown;;;Unknown;Speed;Guinea;Very Strong;Ivory Coast;False;Fairly Strong;185 cm;24;Fairly Good;None;Average;10;13;12;7;12;12;3;12;13;12;10;7;France;Ligue 1 McDonald's;14;12;10;6;13;6;FC Lorient;11;11;14;11;13;12;12;13;2;4;2;2;2;3;1;3;2;4;3,9M € - 7,4M €;B-
;Anthony Caci;13;WB (R);Attacking full-back;Yes;D (RLC), WB (RL);12;12;12;14;13;14;12;11;12;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;France;True;Strong;184 cm;29;Fairly Okay;Extensive Knowledge;Average;14;8;12;16;8;12;2;12;7;12;15;13;Germany;Bundesliga;13;16;12;12;12;12;1. FSV Mainz 05;12;12;13;12;13;13;13;14;1;1;1;2;1;2;3;1;3;2;9,4M € - 11,5M €;B-
;Marius Marin;13;DM;Midfielder;Yes;DM, M (C);13;11;9;14;13;14;13;9;11;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Romania;True;Reasonable;180 cm;27;Fairly Good;Extensive Knowledge;Below Average;14;9;14;5;10;10;3;12;9;12;8;9;Italy;Serie BKT;16;14;11;15;14;11;Pisa;13;10;16;13;16;12;13;13;2;2;3;1;1;1;4;1;3;2;325K € - 7,2M €;B-
Wnt;Everton Cebolinha;15;AM (L);Winger;Yes;AM (RLC);14;14;8;12;14;13;13;7;5;14;B-;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;Brazil;False;Reasonable;174 cm;30;Very Good;Extensive Knowledge;Very Low;6;11;13;4;14;10;3;15;13;14;12;12;Brazil;First Division;12;12;12;7;14;8;FLA;10;15;14;12;13;12;12;12;1;2;3;3;1;1;2;3;3;3;275K € - 5,2M €;B-
Lst;Sebastiaan Bornauw;12;D (C);Powerful centre-back;Yes;D (RC);9;15;16;12;15;12;16;4;14;11;B-;Unknown;Unknown;;;Unknown;Heading;Austria;Very Strong;Belgium;True;Reasonable;191 cm;27;Really Good;Extensive Knowledge;Above Average;13;8;12;10;8;16;2;11;7;8;8;3;England;Second Division;16;13;11;14;8;14;Leeds;11;7;16;13;16;11;14;16;1;2;2;3;3;1;1;1;1;2;9,2M €;B-
Wnt;Léo Ortiz;10-14;D (C);Centre-back;Yes;D (C), DM;10-13;12-15;14-17;12-16;9-13;13-17;10-13;12-15;15-18;12-16;B-;Unknown;Unknown;;;Unknown;Team Player;DR Congo;Very Strong;Brazil;False;Reasonable;185 cm;30;Scouting Required;Minimal Knowledge;Very Low;11-15;11-14;13-17;7-10;8-12;11-15;1;10-13;8-11;8-11;8-12;9-12;Brazil;First Division;14-18;12-16;11-15;14-17;9-12;13-17;FLA;12-16;12-15;11-14;12-15;10-14;9-12;11-14;12-15;1;1-3;1-4;2-5;1-5;3-6;1-4;1-4;1-4;1-4;13,5M € - 17M €;B-
;Andrés Martín;14;AM (R);Winger;Yes;AM (RLC), ST (C);15;12;7;14;12;13;11;10;5;14;B-;Unknown;Unknown;;;Unknown;Skill;Nigeria;Weak;Spain;True;Very Strong;170 cm;26;Superb;Extensive Knowledge;Above Average;7;14;14;7;11;9;4;15;13;14;12;13;Spain;Second Division;13;11;13;7;13;14;R. Santander;13;14;14;13;8;13;12;10;3;3;2;2;2;3;3;2;1;2;14,5M € - 17M €;B-
Inj;Eddie Nketiah;15;ST (C);Striker;Yes;AM (LC), ST (C);15;15;9;14;15;14;11;5;8;14;B-;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;England;False;Fairly Strong;175 cm;27;Quite Poor;Extensive Knowledge;Above Average;7;14;12;6;9;14;3;12;14;13;12;6;England;R1 - Nelle Aquitaine - B;13;15;11;9;14;7;Crystal Palace;11;15;14;11;13;14;13;12;2;3;1;1;3;2;2;1;1;3;9,4M €;B-
;Nino;10-14;D (C);Centre-back;Yes;D (C);12-16;11-14;13-16;12-16;14-17;13-17;10-13;-;14-17;12-16;B-;Unknown;Unknown;;;Unknown;Marking;Ivory Coast;Very Strong;Brazil;False;Weak;188 cm;29;Scouting Required;Minimal Knowledge;Very Low;14-17;-;12-16;-;5-9;13-16;-;10-13;-;12-16;-;-;Russia;Premier League;12-16;14-17;12-15;12-15;9-13;11-15;Zenit;11-15;-;11-14;15-18;9-13;12-15;14-18;11-14;-;-;-;-;-;-;-;-;-;-;9,6M €;B-
;Ricardo Mangas;14;M (L);Full-back;Yes;D/WB/M/AM (L);15;12;10;13;13;12;8;12;8;15;B-;Unknown;Unknown;;;Unknown;Speed;Portugal;Weak;Portugal;True;Very Strong;179 cm;28;Good;Extensive Knowledge;Very Low;11;11;13;10;7;12;1;14;13;13;14;14;Portugal;Premier League;10;12;13;10;14;10;Sporting CP;12;13;11;11;15;14;12;8;2;2;1;2;3;4;1;3;4;2;700K € - 7,8M €;B-
Lst;Mohamed Bayo;12;ST (C);Forward;Yes;AM (RL), ST (C);12;9;14;14;13;13;13;9;6;13;B-;Unknown;Unknown;;;Unknown;Heading;France;Very Strong;France;True;Fairly Strong;188 cm;28;Very Good;Extensive Knowledge;Average;6;12;12;8;8;13;2;11;14;12;9;5;France;Ligue 1 McDonald's;12;10;10;6;13;11;LOSC;12;12;11;11;10;13;13;13;1;1;3;1;3;3;3;3;2;3;1,9M €;B-
;Gérson;12-15;M (C);Midfielder;Yes;M/AM (RC);9-13;12-16;8-11;15-18;10-13;12-15;11-15;11-15;9-12;16-19;B-;Unknown;Unknown;;;Unknown;Skill;Spain;Reasonable;Brazil;False;Very Strong;183 cm;29;Scouting Required;Minimal Knowledge;Very Low;9-12;9-13;15-18;2-6;13-16;3-6;1-5;14-18;10-14;12-16;11-14;10-13;Brazil;Lower Saxony;13-16;7-10;11-14;12-16;10-14;16-19;CEC;13-16;14-17;13-17;10-13;7-10;11-15;11-15;12-16;1-4;1-3;1-2;1-5;2-5;1-4;2-5;1-4;1-4;1-3;28M € - 33M €;B-
Set;Pascal Struijk;12;D (C);Centre-back;Yes;D (LC), DM;11;13;16;14;13;13;14;3;14;13;B-;Unknown;Unknown;;;Unknown;Heading;Indonesia;Fairly Strong;Belgium;True;Very Strong;190 cm;26;Fairly Poor;Extensive Knowledge;Above Average;15;14;15;8;6;17;3;12;8;11;10;3;England;Sky Bet Championship;13;14;13;14;11;13;Leeds;12;8;13;12;13;14;13;14;1;3;1;2;1;2;2;2;1;3;24M €;B-
;João Carvalho;12;AM (C);Attacking midfielder;Yes;M (C), AM (LC);12;15;6;13;13;13;8;13;5;17;B-;Unknown;Unknown;;;Unknown;Skill;England;Very Strong;Portugal;True;Fairly Strong;172 cm;29;Poor;Extensive Knowledge;Very Low;11;11;14;5;13;6;2;16;11;13;13;13;Portugal;Premier League;10;13;16;9;13;14;Estoril Praia;13;15;11;11;8;17;8;7;1;3;3;2;3;2;1;1;3;2;12M € - 14,5M €;B-
;Lucas Da Cunha;12-14;M (C);Defensive midfielder;Yes;DM, M (C), AM (LC);12-15;12-15;6;14-16;11-13;14;10;13-16;9-11;14;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Fairly Strong;France;True;Very Strong;174 cm;25;Scouting Required;Marginal Knowledge;Above Average;13;11-14;15;3-5;10;7;2-4;14;9-12;10-13;11-13;11-13;Italy;Serie A;14;14;14;12-15;11-14;13-15;Como;13-15;15;13-15;11-13;10;11-13;11-14;11-14;2-4;1-2;1-3;1-3;1-3;2-4;2-4;1-4;2-4;1-3;16,5M € - 26M €;B-
Wnt;Jordan Teze;14;D (R);Full-back;Yes;D (RC), WB (R), DM;15;14;13;15;14;15;13;6;13;12;B-;Unknown;Unknown;;;Unknown;Athleticism;Congo;Very Strong;Netherlands;True;Weak;183 cm;26;Quite Good;Extensive Knowledge;Below Average;13;6;15;12;7;12;1;13;7;11;11;8;France;Ligue 1 McDonald's;14;14;11;14;12;12;AS Monaco;13;12;16;13;13;13;12;12;2;3;1;1;4;2;1;3;3;2;9M € - 13M €;B-
;Yacine Adli;12;DM;Defensive midfielder;Yes;DM, M/AM (C);12;10;12;14;14;13;12;13;10;15;B-;Heading;Unknown;;;Unknown;Team Player;France;Very Strong;France;True;Reasonable;186 cm;25;Fairly Poor;Extensive Knowledge;Very Low;12;12;16;8;13;10;3;14;10;13;12;13;Saudi Arabia;Premier League;15;16;14;12;10;11;Al-Shabab;12;12;15;14;14;15;13;13;3;2;3;1;3;3;2;1;2;3;28M € - 41M €;B-
Int;Matz Sels;11;GK;Experienced goalkeeper;Yes;GK;11;15;15;13;11;14;12;5;3;10;B-;Unknown;Unknown;;;Unknown;Reflexes;England;Very Strong;Belgium;True;Reasonable;191 cm;34;Fairly Good;Extensive Knowledge;Very Low;2;4;11;2;1;9;12;11;1;3;2;5;England;Premier League;10;12;8;13;2;10;Nott'm Forest;12;2;15;14;7;13;13;14;12;11;12;17;14;16;13;14;13;12;300K € - 3M €;B-
;Lewis Dobbin;16;AM (R);Winger;Yes;AM (RC), ST (C);12;11;8;14;15;12;9;6;7;14;B-;Intelligence;Unknown;;;Unknown;Speed;Ivory Coast;Very Strong;England;False;Weak;175 cm;23;Okay;Extensive Knowledge;Above Average;8;7;11;4;8;7;1;11;13;14;13;8;England;Premier League;14;11;12;6;12;5;Aston Villa;9;14;13;9;9;11;10;8;2;1;3;1;3;3;2;2;1;1;6,4M € - 7,6M €;B-
;Toluwalase Arokodare;11;ST (C);Striker;Yes;ST (C);10;15;18;12;11;13;18;9;8;11;B-;Unknown;Unknown;;;Unknown;Heading;England;Very Strong;Nigeria;False;Reasonable;197 cm;25;Slightly Poor;Extensive Knowledge;Average;8;10;11;7;12;15;2;12;14;12;7;5;England;Premier League;12;12;11;13;12;8;Wolves;12;9;15;13;13;13;11;12;2;4;2;1;2;4;2;1;1;3;59M € - 86M €;B-
;Ryan Yates;11;DM;Tireless defensive midfielder;Yes;DM, M (C);13;12;14;15;13;16;14;10;12;14;B-;Marking;Unknown;;;Unknown;Team Player;DR Congo;Very Strong;England;False;Fairly Strong;190 cm;28;Quite Good;Extensive Knowledge;Low;14;4;13;4;9;15;2;12;11;10;10;7;England;National 3 - Group A;16;15;13;14;13;15;Nott'm Forest;13;6;16;13;12;13;12;15;1;2;2;2;1;2;3;2;1;1;18M € - 26M €;B-
Wnt;Tomáš Čvančara;12;AM (R);Striker;Yes;AM (R), ST (C);12;7;15;8;16;13;13;6;6;10;B-;Intelligence;Unknown;;;Unknown;Team Player;Netherlands;Very Strong;Czechia;True;Fairly Strong;190 cm;25;Fairly Good;Extensive Knowledge;High;7;12;11;11;8;12;3;11;9;12;10;6;Germany;Bundesliga 2;18;11;9;6;13;10;Borussia M'gladbach;9;14;15;11;16;9;13;16;2;3;1;1;3;3;4;3;1;3;35K € - 4,5M €;B-
;Matteo Cancellieri;16;AM (R);Winger;Yes;M (R), AM (RL), ST (C);14;13;10;12;15;12;11;12;5;14;B-;Unknown;Unknown;;;Unknown;Speed;Italy;Reasonable;Italy;True;Very Strong;180 cm;24;Fairly Good;Extensive Knowledge;Below Average;5;11;11;4;13;11;1;13;12;14;13;12;Italy;Serie A;13;12;13;5;15;8;Celesti;13;13;16;10;13;12;13;11;1;1;1;2;3;2;3;2;3;2;22M € - 31M €;B-
Wnt;Joakim Mæhle;14;WB (R);Attacking full-back;Yes;D/WB (RL);13;12;12;12;14;16;12;8;11;12;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Denmark;True;Reasonable;186 cm;29;Quite Good;Extensive Knowledge;Above Average;12;10;12;13;12;11;3;12;9;13;12;10;Germany;Bundesliga;16;15;12;11;14;10;VfL Wolfsburg;11;12;15;11;15;11;13;12;3;1;2;1;3;1;3;3;2;2;6,6M € - 9,4M €;B-
;Gaspar;13;AM (L);Winger;Yes;M (RL), AM (RLC);14;12;8;10;13;12;11;11;8;16;B-;Unknown;Unknown;;;Unknown;Technique;Poland;Very Strong;Spain;True;Fairly Strong;175 cm;26;Fairly Okay;Extensive Knowledge;High;9;14;15;8;15;7;3;15;12;14;12;12;England;Premier League;11;15;15;11;14;14;Everton;13;13;15;12;9;12;10;8;3;3;2;3;3;3;3;2;3;3;7,4M € - 9,2M €;B-
;Alexander Bah;15;WB (R);Attacking full-back;Yes;D/WB/M (R);14;11;11;12;15;13;12;7;10;14;B-;Unknown;Unknown;;;Unknown;Speed;The Gambia;Very Strong;Denmark;True;Reasonable;183 cm;28;Really Good;Extensive Knowledge;Very Low;16;10;13;11;10;11;3;13;10;13;11;10;Portugal;Premier League;14;15;13;10;14;9;Benfica;12;11;14;12;14;14;13;12;3;3;1;2;3;3;3;3;1;2;20M € - 30M €;B-
;Pol Lozano;12;M (C);Midfielder;Yes;DM, M (C);13;12;8;12;13;14;11;12;11;15;B-;Unknown;Unknown;;;Unknown;Intelligence;England;Very Strong;Spain;True;Fairly Strong;176 cm;26;Okay;Extensive Knowledge;Average;12;11;15;8;12;8;1;14;10;12;10;10;Spain;First Division;14;14;14;13;13;13;Espanyol;14;12;12;13;12;13;14;12;1;1;1;3;3;3;1;2;2;3;25M €;B-
;José Gayà;14;WB (L);Full-back;Yes;D/WB/M/AM (L);15;13;7;14;15;13;10;11;12;14;B-;Heading;Unknown;;;Unknown;Speed;Nigeria;Weak;Spain;True;Very Strong;172 cm;31;Okay;Extensive Knowledge;Very High;13;13;13;8;10;5;2;14;8;14;14;11;Spain;First Division;15;15;14;13;15;16;Valencia;13;14;17;13;12;14;13;13;3;2;3;2;2;3;1;3;2;1;37M €;B-
Unh;Callum Wilson;13;ST (C);Veteran striker;Yes;ST (C);12;13;11;12;10;12;13;6;4;13;B-;Unknown;Unknown;;;Unknown;Team Player;Guinea;Very Strong;England;False;Reasonable;180 cm;34;Very Poor;Extensive Knowledge;Very High;7;17;13;4;10;12;1;11;15;11;8;6;England;Premier League;17;15;12;8;17;12;West Ham;15;11;15;13;10;17;15;15;4;2;1;4;1;3;1;3;3;2;325K €;B-
;Yoshinori Muto;13-17;AM (R);Experienced winger;Yes;M (R), AM (RL), ST (C);7-10;10-13;7-11;17-20;13-17;12-15;10-13;8-11;4-8;11-14;B-;Unknown;Unknown;;;Unknown;Speed;Austria;Very Strong;Japan;False;Fairly Strong;179 cm;33;Scouting Required;Minimal Knowledge;Very Low;5-9;9-12;9-13;3-6;7-10;9-13;2-5;9-12;12-15;8-11;7-11;2-6;Japan;Second Division;10-13;11-15;10-14;7-10;9-12;10-14;Kobe;9-12;11-15;15-18;8-12;13-17;11-14;9-12;15-18;2-5;1-4;1-5;3-6;1-4;1-2;1-2;1-3;1-5;2-6;Not for Sale;B-
Wnt;Melvin Bard;12-16;WB (L);Attacking full-back;Yes;D (LC), WB (L);12-15;12-15;11-14;14-18;11-15;14-18;10-13;6-9;14-17;12-16;B-;Unknown;Unknown;;;Unknown;Team Player;Ghana;Weak;France;True;Very Strong;173 cm;25;Scouting Required;Minimal Knowledge;Average;12-16;3-6;12-16;7-10;9-13;9-13;1-3;10-13;11-14;11-14;13-17;7-10;France;Ligue 1 McDonald's;14-18;12-16;11-15;13-16;11-14;11-15;OGC Nice;11-15;14-17;12-15;13-16;11-15;9-12;12-15;16-19;1;1-3;1-3;1-3;1-5;3-6;1-4;2-5;3-6;1-5;30M € - 37M €;B-
;Ben Davies;11;D (L);Experienced centre-back;Yes;D (LC), WB (L);12;12;12;14;12;15;14;13;13;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Weak;Wales;False;Very Strong;182 cm;33;Good;Extensive Knowledge;Above Average;15;10;14;11;7;15;1;13;8;11;12;11;England;Premier League;16;15;12;13;13;12;Spurs;14;9;15;12;13;13;15;18;3;3;1;2;1;3;2;3;2;1;10,5M € - 15M €;B-
;Ross Barkley;12;M (C);Cultured defensive midfielder;Yes;DM, M/AM (C);10;13;12;12;12;11;13;14;6;16;B-;Marking;Unknown;;;Unknown;Skill;Nigeria;Very Strong;England;False;Fairly Strong;189 cm;32;Fairly Good;Extensive Knowledge;High;8;12;16;9;15;12;3;16;12;16;11;13;England;Premier League;14;13;15;12;12;13;Aston Villa;12;15;12;12;9;12;14;11;2;1;3;1;1;2;3;1;3;1;12,5M €;B-
;Sikou Niakaté;12;D (C);Centre-back;Yes;D (C);13;17;16;13;13;14;16;7;14;13;B-;Unknown;Unknown;;;Unknown;Heading;France;Weak;France;True;Very Strong;186 cm;26;Good;Extensive Knowledge;Very Low;8;9;14;10;6;14;2;12;8;12;10;5;Portugal;Premier League;12;14;13;15;8;14;BRG;14;12;12;12;14;15;15;11;2;3;2;2;3;1;2;2;3;4;30M €;B-
;Strahinja Eraković;13;D (C);Centre-back;Yes;D (RC);14;10;11;12;14;14;10;6;14;12;B-;Unknown;Unknown;;;Unknown;Marking;Ghana;Very Strong;Serbia;False;Reasonable;184 cm;25;Poor;Extensive Knowledge;Above Average;15;9;13;9;9;14;2;14;7;9;9;7;Serbia;R1 - Nelle Aquitaine - B;13;12;11;14;11;11;Crvena zvezda;16;9;14;12;14;14;13;14;3;3;1;2;3;3;3;3;3;2;6,2M € - 7,6M €;B-
;Daizen Maeda;18;AM (L);Explosive striker;Yes;AM (RL), ST (C);15;8;5-7;19-20;18;17;9-12;8;5-7;6;B-;Technique;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Japan;False;Weak;173 cm;28;Scouting Required;Marginal Knowledge;Very Low;7-9;11;10;3-6;9;9-11;1-4;10;12;12;7;7;Scotland;William Hill Premiership;18;16-18;8;9-11;15;8-10;Celtic;10-13;5;16;9-11;15-17;9-12;10-12;10-12;1-3;1-3;1-2;1-2;1-3;1;1-4;1-3;1-3;1-3;16M € - 21M €;B-
;Jayden Bogle;15;WB (R);Attacking full-back;Yes;D/WB (R);14;14;9;15;14;16;11;8;12;15;B-;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;178 cm;25;Slightly Poor;Extensive Knowledge;Above Average;11;7;15;11;5;10;3;13;11;14;14;9;England;Sky Bet Championship;15;16;14;12;13;8;Leeds;12;14;14;12;11;11;12;11;2;1;3;2;1;4;1;3;2;2;19M € - 25M €;B-
Wnt;Jean-Baptiste Gorby;13;DM;Defensive midfielder;Yes;DM, M (C);15;13;12;15;14;15;11;8;11;13;B-;Unknown;Unknown;;;Unknown;Athleticism;Haiti;Very Strong;Mayotte;True;Fairly Strong;183 cm;23;Good;Extensive Knowledge;Very Low;9;12;15;8;13;10;2;12;12;12;11;11;Portugal;Premier League;13;14;10;13;13;8;BRG;14;11;14;7;13;14;15;11;3;1;3;1;3;1;3;2;2;2;26M € - 37M €;B-
;Martín Ojeda;14;AM (C);Winger;Yes;M (L), AM (RLC), ST (C);13;12;11;11;13;14;12;14;6;15;B-;Unknown;Unknown;;;Unknown;Technique;U.S.A.;Weak;Argentina;False;Very Strong;176 cm;27;Perfect;Extensive Knowledge;Very Low;8;14;15;11;14;8;3;14;13;14;13;12;U.S.A.;MLS;12;13;14;7;12;7;Orlando City;12;15;13;12;12;13;13;7;1;2;1;3;2;1;2;3;1;1;9,6M € - 11M €;B-
;Azzedine Ounahi;13;M (C);Midfielder;Yes;DM, M/AM (C);15;13;12;12;13;13;9;9;10;16;B-;Unknown;Unknown;;;Unknown;Skill;Indonesia;Very Strong;Morocco;False;Reasonable;182 cm;26;Fairly Good;Extensive Knowledge;Above Average;11;9;15;7;10;11;3;15;10;15;12;11;Spain;First Division;13;11;15;12;14;7;Girona;12;15;9;13;7;13;14;12;2;1;3;1;2;4;1;1;2;1;26M € - 38M €;B-
;Lucas Ribeiro;16;AM (C);Midfielder;Yes;AM (RLC);13;10;10;8;13;12;8;11;11;14;B-;Unknown;Unknown;;;Unknown;Speed;Spain;Weak;Brazil;False;Very Strong;181 cm;27;Really Good;Extensive Knowledge;Below Average;12;6;13;7;12;10;1;16;14;13;13;13;Spain;Lower Saxony;14;12;12;12;12;6;Leonesa;13;13;14;11;7;11;13;13;2;3;1;1;1;3;3;1;3;2;3,2M €;B-
;Josh Cullen;12;DM;Defensive midfielder;Yes;DM, M (C);12;13;9;15;12;16;11;11;14;12;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;England;True;Reasonable;175 cm;30;Really Good;Extensive Knowledge;Below Average;14;7;14;6;7;8;3;14;7;12;11;10;England;Premier League;17;16;13;14;13;14;Burnley;14;9;14;13;8;14;14;15;2;3;2;1;1;1;1;1;2;2;8,2M € - 9,6M €;B-
